code_unite;nom_unite;abrege_unite;departement;type_unite;num_tph;num_tph_mobile_unite;num_fax_unite;rang_classement;adresse_geographique_unite;adresse_postale_unite
89057;"Groupe intervention sp�cialis�e AGIGN de Tours";"GIS AGIGN TOURS";37;9083;;;;1334;"Caserne Dutertre$10 Rue des Martyrs$37300 JOUE LES TOURS";"CASERNE DUTERTRE$10 RUE DES MARTYRS$37300 JOUE LES TOURS"
79604;"Groupe de protection des hautes personnalit�s AGIGN TOURS";"GPHP AGIGN TOURS";37;9336;;;;1335;"Caserne Dutertre$10 Rue des Martyrs$37300 JOUE LES TOURS";"CASERNE DUTERTRE$10 RUE DES MARTYRS$37300 JOUE LES TOURS"
18199;"Antenne du groupe d'intervention de la gendarmerie nationale d'Orange";"AGIGN ORANGE";84;068Z;"+33 4 90 34 04 25";"+33 6 12 40 34 52";;1336;"Quartier Lieutenant Moyne$554 Avenue Charles de Gaulle$84100 ORANGE";"QUARTIER LIEUTENANT MOYNE$554 AVENUE CHARLES DE GAULLE$84874 ORANGE CEDEX"
89062;"Secr�tariat AGIGN d'Orange";"SECR AGIGN ORANGE";84;0311;;;;1337;"Quartier Lieutenant Moyne$554 Avenue Charles de Gaulle$84100 ORANGE";"QUARTIER LIEUTENANT MOYNE$554 AVENUE CHARLES DE GAULLE$84874 ORANGE CEDEX"
89063;"Groupe intervention sp�cialis�e AGIGN d'Orange";"GIS AGIGN ORANGE";84;9083;;;;1338;"Quartier Lieutenant Moyne$554 Avenue Charles de Gaulle$84100 ORANGE";"QUARTIER LIEUTENANT MOYNE$554 AVENUE CHARLES DE GAULLE$84874 ORANGE CEDEX"
79605;"Groupe de protection des hautes personnalit�s AGIGN ORANGE";"GPHP AGIGN ORANGE";84;9336;;;;1339;"Quartier Lieutenant Moyne$554 Avenue Charles de Gaulle$84100 ORANGE";"QUARTIER LIEUTENANT MOYNE$554 AVENUE CHARLES DE GAULLE$84874 ORANGE CEDEX"
70251;"Antenne du groupe d'intervention de la gendarmerie nationale de Reims";"AGIGN REIMS";51;068Z;"+33 3 26 61 08 94";"+33 7 88 44 12 85";;1340;"Caserne Battesti$2A Rue Bertrand de Mun$51100 REIMS";"CASERNE BATTESTI$2A RUE BERTRAND DE MUN$51090 REIMS CEDEX"
89052;"Secr�tariat AGIGN de Reims";"SECR AGIGN REIMS";51;0311;;;;1341;"Caserne Battesti$2A Rue Bertrand de Mun$51100 REIMS";"CASERNE BATTESTI$2A RUE BERTRAND DE MUN$51090 REIMS CEDEX"
89053;"Groupe intervention sp�cialis�e AGIGN de Reims";"GIS AGIGN REIMS";51;9083;;;;1342;"Caserne Battesti$2A Rue Bertrand de Mun$51100 REIMS";"CASERNE BATTESTI$2A RUE BERTRAND DE MUN$51090 REIMS CEDEX"
79602;"Groupe de protection des hautes personnalit�s AGIGN de Reims";"GPHP AGIGN REIMS";51;9336;;;;1343;"Caserne Battesti$2A Rue Bertrand de Mun$51100 REIMS";"CASERNE BATTESTI$2A RUE BERTRAND DE MUN$51090 REIMS CEDEX"
70502;"Antenne du groupe d'intervention de la gendarmerie nationale de Pamandzi";"AGIGN PAMANDZI";976;068Z;;;;1344;"R�sidence Canopia$Lotissement les Hauts Vallons$97600 MAMOUDZOU";"RESIDENCE CANOPIA$LOTISSEMENT LES HAUTS VALLONS$97600 MAMOUDZOU"
89078;"Secr�tariat AGIGN de Pamandzi";"SECR AGIGN PAMANDZI";976;0311;;;;1345;"R�sidence Canopia$Lotissement les Hauts Vallons$97600 MAMOUDZOU";"RESIDENCE CANOPIA$LOTISSEMENT LES HAUTS VALLONS$97600 MAMOUDZOU"
89079;"Groupe intervention sp�cialis�e AGIGN de Pamandzi";"GIS AGIGN PAMANDZI";976;9083;;;;1346;"R�sidence Canopia$Lotissement les Hauts Vallons$97600 MAMOUDZOU";"RESIDENCE CANOPIA$LOTISSEMENT LES HAUTS VALLONS$97600 MAMOUDZOU"
75206;"Groupe d'observation et de surveillance AGIGN Pamandzi";"GOS AGIGN PAMANDZI";976;8015;;;;1347;"R�sidence Canopia$Lotissement les Hauts Vallons$97600 MAMOUDZOU";"RESIDENCE CANOPIA$LOTISSEMENT LES HAUTS VALLONS$97600 MAMOUDZOU"
83494;"� la suite actif AGIGN PAMANDZI";"SA AGIGN PAMANDZI";976;059A;;;;1348;"R�sidence Canopia$Lotissement les Hauts Vallons$97600 MAMOUDZOU";"RESIDENCE CANOPIA$LOTISSEMENT LES HAUTS VALLONS$97600 MAMOUDZOU"
8567;"Antenne du groupe d'intervention de la gendarmerie nationale de Cayenne";"AGIGN CAYENNE";973;068Z;"+594 29 28 46";;;1349;"Caserne La Madeleine$1296 Route de la Madeleine$97300 CAYENNE";"CASERNE LA MADELEINE$1296 ROUTE DE LA MADELEINE$CS 96005$97306 CAYENNE CEDEX"
89068;"Secr�tariat AGIGN de Cayenne";"SECR AGIGN CAYENNE";973;0311;;;;1350;"Caserne La Madeleine$1296 Route de la Madeleine$97300 CAYENNE";"CASERNE LA MADELEINE$1296 ROUTE DE LA MADELEINE$CS 96005$97306 CAYENNE CEDEX"
89069;"Groupe intervention sp�cialis�e AGIGN de Cayenne";"GIS AGIGN CAYENNE";973;9083;;;;1351;"Caserne La Madeleine$1296 Route de la Madeleine$97300 CAYENNE";"CASERNE LA MADELEINE$1296 ROUTE DE LA MADELEINE$CS 96005$97306 CAYENNE CEDEX"
65604;"Groupe d'observation et de surveillance AGIGN Cayenne";"GOS AGIGN CAYENNE";973;8015;;;;1352;"Caserne La Madeleine$1296 Route de la Madeleine$97300 CAYENNE";"CASERNE LA MADELEINE$1296 ROUTE DE LA MADELEINE$CS 96005$97306 CAYENNE CEDEX"
83490;"� la suite actif AGIGN CAYENNE";"SA AGIGN CAYENNE";973;059A;;;;1353;"Caserne La Madeleine$1296 Route de la Madeleine$97300 CAYENNE";"CASERNE LA MADELEINE$1296 ROUTE DE LA MADELEINE$CS 96005$97306 CAYENNE CEDEX"
8027;"Antenne du groupe d'intervention de la gendarmerie nationale de Fort-de-France";"AGIGN FORT-DE-FRANCE";972;068Z;"+596 58 17 55";"+596 6 96 23 81 00";;1354;"Caserne La Crique$131 Rue Joseph Lagrosilli�re$97220 LA TRINITE";"CASERNE LA CRIQUE$131 RUE JOSEPH LAGROSILLIERE$97220 LA TRINITE"
89066;"Secr�tariat AGIGN de Fort-de-France";"SECR AGIGN FORT-DE-FRANCE";972;0311;;;;1355;"Caserne La Crique$131 Rue Joseph Lagrosilli�re$97220 LA TRINITE";"CASERNE LA CRIQUE$131 RUE JOSEPH LAGROSILLIERE$97220 LA TRINITE"
89067;"Groupe intervention sp�cialis�e AGIGN de Fort-de-France";"GIS AGIGN FORT-DE FRANCE";972;9083;;;;1356;"Caserne La Crique$131 Rue Joseph Lagrosilli�re$97220 LA TRINITE";"CASERNE LA CRIQUE$131 RUE JOSEPH LAGROSILLIERE$97220 LA TRINITE"
65602;"Groupe d'observation et de surveillance AGIGN Fort-de-France";"GOS AGIGN FORT-DE-FRANCE";972;8015;;;;1357;"Caserne La Crique$131 Rue Joseph Lagrosilli�re$97220 LA TRINITE";"CASERNE LA CRIQUE$131 RUE JOSEPH LAGROSILLIERE$97220 LA TRINITE"
83488;"� la suite actif AGIGN FORT-DE-FRANCE";"SA AGIGN FORT-DE-FRANCE";972;059A;;;;1358;"Caserne La Crique$131 Rue Joseph Lagrosilli�re$97220 LA TRINITE";"CASERNE LA CRIQUE$131 RUE JOSEPH LAGROSILLIERE$97220 LA TRINITE"
9556;"Antenne du groupe d'intervention de la gendarmerie nationale de Noum�a";"AGIGN NOUMEA";988;068Z;"+687 29 53 15";;;1359;"Caserne P�lissou$Rue Edouard Glasser$98800 NOUMEA";"CASERNE PELISSOU$RUE EDOUARD GLASSER$BP R3$98851 NOUMEA CEDEX"
89070;"Secr�tariat AGIGN de Noum�a";"SECR AGIGN NOUMEA";988;0311;;;;1360;"Caserne P�lissou$Rue Edouard Glasser$98800 NOUMEA";"CASERNE PELISSOU$RUE EDOUARD GLASSER$BP R3$98851 NOUMEA CEDEX"
89071;"Groupe intervention sp�cialis�e AGIGN de Noum�a";"GIS AGIGN NOUMEA";988;9083;;;;1361;"Caserne P�lissou$Rue Edouard Glasser$98800 NOUMEA";"CASERNE PELISSOU$RUE EDOUARD GLASSER$BP R3$98851 NOUMEA CEDEX"
75203;"Groupe d'observation et de surveillance AGIGN Noum�a";"GOS AGIGN NOUMEA";988;8015;;;;1362;"Caserne P�lissou$Rue Edouard Glasser$98800 NOUMEA";"CASERNE PELISSOU$RUE EDOUARD GLASSER$BP R3$98851 NOUMEA CEDEX"
83492;"� la suite actif AGIGN NOUMEA";"SA AGIGN NOUMEA";988;059A;;;;1363;"Caserne P�lissou$Rue Edouard Glasser$98800 NOUMEA";"CASERNE PELISSOU$RUE EDOUARD GLASSER$BP R3$98851 NOUMEA CEDEX"
10214;"Antenne du groupe d'intervention de la gendarmerie nationale de Papeete";"AGIGN PAPEETE";987;068Z;"+689 40 54 93 00";"+689 87 23 07 10";"+689 40 54 93 05";1364;"Caserne Prat$110 Rue Sainte-Am�lie$98714 PAPEETE";"CASERNE PRAT$110 RUE SAINTE AMELIE$BP 89$98713 PAPEETE CEDEX"
89072;"Secr�tariat AGIGN de Papeete";"SECR AGIGN PAPEETE";987;0311;;;;1365;"Caserne Prat$110 Rue Sainte-Am�lie$98714 PAPEETE";"CASERNE PRAT$110 RUE SAINTE AMELIE$BP 89$98713 PAPEETE CEDEX"
89073;"Groupe intervention sp�cialis�e AGIGN de Papeete";"GIS AGIGN PAPEETE";987;9083;;;;1366;"Caserne Prat$110 Rue Sainte-Am�lie$98714 PAPEETE";"CASERNE PRAT$110 RUE SAINTE AMELIE$BP 89$98713 PAPEETE CEDEX"
75204;"Groupe d'observation et de surveillance AGIGN Papeete";"GOS AGIGN PAPEETE";987;8015;;;;1367;"Caserne Prat$110 Rue Sainte-Am�lie$98714 PAPEETE";"CASERNE PRAT$110 RUE SAINTE AMELIE$BP 89$98713 PAPEETE CEDEX"
83493;"� la suite actif AGIGN PAPEETE";"SA AGIGN PAPEETE";987;059A;;;;1368;"Caserne Prat$110 Rue Sainte-Am�lie$98714 PAPEETE";"CASERNE PRAT$110 RUE SAINTE AMELIE$BP 89$98713 PAPEETE CEDEX"
8494;"Antenne du groupe d'intervention de la gendarmerie nationale de Pointe-�-Pitre";"AGIGN POINTE-A-PITRE";971;068Z;"+590 5 90 22 41 74";"+590 6 90 68 52 07";;1369;"Caserne de Petit-P�rou$97139 LES ABYMES";"CASERNE DE PETIT PEROU$97139 LES ABYMES"
89076;"Secr�tariat AGIGN de pointe-�-Pitre";"SECR AGIGN POINTE-A-PITRE";971;0311;;;;1370;"Caserne de Petit-P�rou$97139 LES ABYMES";"CASERNE DE PETIT PEROU$97139 LES ABYMES"
89077;"Groupe intervention sp�cialis�e AGIGN de Pointe-�-Pitre";"GIS AGIGN POINTE-A-PITRE";971;9083;;;;1371;"Caserne de Petit-P�rou$97139 LES ABYMES";"CASERNE DE PETIT PEROU$97139 LES ABYMES"
65603;"Groupe d'observation et de surveillance AGIGN Pointe-�-Pitre";"GOS AGIGN POINTE-A-PITRE";971;8015;;;;1372;"Caserne de Petit-P�rou$97139 LES ABYMES";"CASERNE DE PETIT PEROU$97139 LES ABYMES"
83489;"� la suite actif AGIGN POINTE-A-PITRE";"SA AGIGN POINTE-A-PITRE";971;059A;;;;1373;"Caserne de Petit-P�rou$97139 LES ABYMES";"CASERNE DE PETIT PEROU$97139 LES ABYMES"
8654;"Antenne du groupe d'intervention de la gendarmerie nationale de Saint-Denis";"AGIGN ST-DENIS";974;068Z;"+262 93 77 29";;;1374;"Caserne la Redoute$8 Route de la Montagne$97400 ST DENIS";"CASERNE LA REDOUTE$8 ROUTE DE LA MONTAGNE$97400 ST DENIS"
89074;"Secr�tariat AGIGN de Saint-Denis";"SECR AGIGN ST-DENIS";974;0311;;;;1375;"Caserne la Redoute$8 Route de la Montagne$97400 ST DENIS";"CASERNE LA REDOUTE$8 ROUTE DE LA MONTAGNE$97400 ST DENIS"
89075;"Groupe intervention sp�cialis�e AGIGN de Saint-Denis";"GIS AGIGN ST-DENIS";974;9083;;;;1376;"Caserne la Redoute$8 Route de la Montagne$97400 ST DENIS";"CASERNE LA REDOUTE$8 ROUTE DE LA MONTAGNE$97400 ST DENIS"
75205;"Groupe d'observation et de surveillance AGIGN Saint-Denis";"GOS AGIGN ST-DENIS";974;8015;;;;1377;"Caserne la Redoute$8 Route de la Montagne$97400 ST DENIS";"CASERNE LA REDOUTE$8 ROUTE DE LA MONTAGNE$97400 ST DENIS"
83491;"� la suite actif AGIGN ST-DENIS";"SA AGIGN ST-DENIS";974;059A;;;;1378;"Caserne la Redoute$8 Route de la Montagne$97400 ST DENIS";"CASERNE LA REDOUTE$8 ROUTE DE LA MONTAGNE$97400 ST DENIS"
89152;"Cellule �v�nements d'ampleur GIGN";"CEA GIGN";78;004J;;;;1379;"Caserne Pasquier$Rue de l'Etang du D�sert$78000 VERSAILLES";"CASERNE PASQUIER$RUE DE L ETANG DU DESERT$78013 VERSAILLES CEDEX"
29747;"Groupe d'intervention de la gendarmerie nationale de r�serve SATORY";"GIGNR SATORY";78;R025;;;;1380;"Caserne Pasquier$Rue de l'Etang du D�sert$78000 VERSAILLES";"CASERNE PASQUIER$RUE DE L ETANG DU DESERT$78013 VERSAILLES CEDEX"
75828;"� la suite actif GIGN";"SA GIGN";78;059A;;;;1381;"Caserne Pasquier$Rue de l'Etang du D�sert$78000 VERSAILLES";"CASERNE PASQUIER$RUE DE L ETANG DU DESERT$78013 VERSAILLES CEDEX"
75827;"� la suite non actif GIGN";"SNA GIGN";78;059A;;;;1382;"Caserne Pasquier$Rue de l'Etang du D�sert$78000 VERSAILLES";"CASERNE PASQUIER$RUE DE L ETANG DU DESERT$78013 VERSAILLES CEDEX"
85965;"Position particuli�re des personnels civils GIGN";"PPPCIV GIGN";78;059A;;;;1383;"Caserne Pasquier$Rue de l'Etang du D�sert$78000 VERSAILLES";"CASERNE PASQUIER$RUE DE L ETANG DU DESERT$78013 VERSAILLES CEDEX"
34;"Gendarmerie de la s�curit� des armements nucl�aires";GSAN;92;0398;"+33 1 46 95 65 35";;;1384;"Caserne Rathelot$80 Rue Rouget de Lisle$92000 NANTERRE";"CASERNE RATHELOT$80 RUE ROUGET DE LISLE$92014 NANTERRE CEDEX"
87452;"� la suite actif GSAN";"SA GSAN";92;059A;;;;1385;"Caserne Rathelot$80 Rue Rouget de Lisle$92000 NANTERRE";"CASERNE RATHELOT$80 RUE ROUGET DE LISLE$92014 NANTERRE CEDEX"
87453;"� la suite non actif GSAN";"SNA GSAN";92;059A;;;;1386;"Caserne Rathelot$80 Rue Rouget de Lisle$92000 NANTERRE";"CASERNE RATHELOT$80 RUE ROUGET DE LISLE$92014 NANTERRE CEDEX"
21075;"Section commandement GSAN";"SC GSAN";92;9246;"+33 1 46 95 65 35";;;1387;"Caserne Rathelot$80 Rue Rouget de Lisle$92000 NANTERRE";"CASERNE RATHELOT$80 RUE ROUGET DE LISLE$92014 NANTERRE CEDEX"
9757;"Antenne de s�curit� des armements nucl�aires pour la force oc�anique GSAN";"ASANFO GSAN";29;0019;"+33 2 98 23 01 93";;;1388;"Base Op�rationnelle de l'�le-Longue$29160 CROZON";"BASE OPERATIONNELLE DE L ILE LONGUE$CC 400$29240 BREST CEDEX 9"
21077;"Section appui op�rationnel GSAN";"SAO GSAN";92;9243;"+33 1 46 95 65 42";;;1389;"Caserne Rathelot$80 Rue Rouget de Lisle$92000 NANTERRE";"CASERNE RATHELOT$80 RUE ROUGET DE LISLE$92014 NANTERRE CEDEX"
15895;"Centre op�rationnel du contr�le gouvernemental - gendarmerie GSAN";"COCGG GSAN";95;8000;"+33 1 82 41 38 38";;;1390;"Base A�rienne 921$Rue des Courgents$95550 BESSANCOURT";"CASERNE RATHELOT$80 RUE ROUGET DE LISLE$92014 NANTERRE CEDEX"
21076;"Section informatique GSAN";"SI GSAN";92;063A;"+33 1 46 95 65 44";;;1391;"Caserne Rathelot$80 Rue Rouget de Lisle$92000 NANTERRE";"CASERNE RATHELOT$80 RUE ROUGET DE LISLE$92014 NANTERRE CEDEX"
15896;"Centre op�rationnel des transports sensibles int�ressant la dissuasion GSAN";"COTSID GSAN";95;8000;"+33 1 82 41 39 33";"+33 6 32 05 13 55";;1392;"Base A�rienne 921$Rue des Courgents$95550 BESSANCOURT";"BASE AERIENNE 921$RUE DES COURGENTS$95550 BESSANCOURT"
68378;"Cellule renseignement COTSID";"CR COTSID GSAN";95;9043;"+33 1 82 41 38 48";;;1393;"Base a�rienne 921$Rue Courgents$95550 BESSANCOURT";"BASE AERIENNE 921$RUE COURGENTS$95155 TAVERNY CEDEX"
21078;"Bureau de la r�glementation, de la formation et de la protection du secret GSAN";"BRFPS GSAN";92;068R;"+33 1 46 95 65 35";;;1394;"Caserne Rathelot$80 Rue Rouget de Lisle$92000 NANTERRE";"CASERNE RATHELOT$80 RUE ROUGET DE LISLE$92014 NANTERRE CEDEX"
85928;"Position particuli�re des personnels civils GSAN";"PPPCIV GSAN";92;059A;;;;1395;"Caserne Rathelot$80 Rue Rouget de Lisle$92000 NANTERRE";"CASERNE RATHELOT$80 RUE ROUGET DE LISLE$92014 NANTERRE CEDEX"
6590;"Gendarmerie des transports a�riens";GTA;75;005Q;"+33 1 58 09 38 08";;;1396;"50 Rue Henry Farman$75015 PARIS";"50 RUE HENRY FARMAN$75015 PARIS"
18551;"Cabinet communication GTA";"CABCOM GTA";75;004C;"+33 1 58 09 48 14";"+33 6 08 10 12 32";;1397;"50 Rue Henry Farman$75015 PARIS";"50 RUE HENRY FARMAN$75015 PARIS"
6591;"�tat-major GTA";"EM GTA";75;009B;"+33 1 58 09 38 08";;;1398;"50 Rue Henry Farman$75015 PARIS";"50 RUE HENRY FARMAN$75015 PARIS"
17229;"Section commandement GTA";"SC GTA";75;085T;"+33 1 58 09 38 08";;;1399;"50 Rue Henry Farman$75015 PARIS";"50 RUE HENRY FARMAN$75015 PARIS"
19081;"Section sant� et s�curit� au travail GTA";"SSST GTA";94;9245;;"+33 7 87 03 99 96";;1400;"A�roport d'Orly$Zone de Fr�t - B�t 281$PARAY VIEILLE POSTE$94310 ORLY";"AEROPORT D ORLY$RUE DU FRET$CS 70386 PARAY VIEILLE POSTE$94396 ORLY AEROGARE CEDEX"
83904;"Section de la performance et de la coh�rence op�rationnelle GTA";"SPCO GTA";75;9241;;;;1401;"50 Rue Henry Farman$75015 PARIS";"50 RUE HENRY FARMAN$75015 PARIS"
17239;"Bureau du personnel GTA";"BP GTA";75;009S;"+33 1 58 09 38 15";;;1402;"50 Rue Henry Farman$75015 PARIS";"50 RUE HENRY FARMAN$75015 PARIS"
83902;"Section gestion automatis�e des personnels - administration BP GTA";"SGAPA BP GTA";75;9250;;;;1403;"50 Rue Henry Farman$75015 PARIS";"50 RUE HENRY FARMAN$75015 PARIS"
17243;"Section personnel civil et volontaire BP GTA";"SPCV BP GTA";75;9243;"+33 1 58 09 38 08";;;1404;"50 Rue Henry Farman$75015 PARIS";"50 RUE HENRY FARMAN$75015 PARIS"
17242;"Section personnel officier sous-officier et r�serviste BP GTA";"SPOSOR BP GTA";75;9243;;;;1405;"50 Rue Henry Farman$75015 PARIS";"50 RUE HENRY FARMAN$75015 PARIS"
17244;"Bureau de l'accompagnement du personnel et de la formation GTA";"BAPF GTA";75;096B;"+33 1 58 09 38 78";"+33 6 25 32 15 29";;1406;"50 Rue Henry Farman$75015 PARIS";"50 RUE HENRY FARMAN$75015 PARIS"
93728;"Section accompagnement social et chancellerie BAPF GTA";"SASC BAPF GTA";75;9243;;;;1407;"50 Rue Henry Farman$75015 PARIS";"50 RUE HENRY FARMAN$75015 PARIS"
17247;"Section formation BAPF GTA";"SF BAPF GTA";75;9243;;;;1408;"50 Rue Henry Farman$75015 PARIS";"50 RUE HENRY FARMAN$75015 PARIS"
17248;"Bureau budget et administration GTA";"BBA GTA";94;0962;"+33 1 49 75 26 00";;;1409;"A�roport d'Orly$Zone de Fr�t - B�t 281$PARAY VIEILLE POSTE$94310 ORLY";"AEROPORT D ORLY$RUE DU FRET$CS 70386 PARAY VIEILLE POSTE$94396 ORLY AEROGARE CEDEX"
17250;"Section budget comptabilit� BBA GTA";"SBC BBA GTA";94;9248;"+33 1 49 75 26 04";;;1410;"A�roport d'Orly$Zone de Fr�t - B�t 281$PARAY VIEILLE POSTE$94310 ORLY";"AEROPORT D ORLY$RUE DU FRET$CS 70386 PARAY VIEILLE POSTE$94396 ORLY AEROGARE CEDEX"
17251;"Section march� contrat contentieux BBA GTA";"SMCC BBA GTA";94;9248;"+33 1 49 75 26 04";;;1411;"A�roport d'Orly$Zone de Fr�t - B�t 281$PARAY VIEILLE POSTE$94310 ORLY";"AEROPORT D ORLY$RUE DU FRET$CS 70386 PARAY VIEILLE POSTE$94396 ORLY AEROGARE CEDEX"
17252;"Bureau infrastructure et �quipements GTA";"BIE GTA";94;065A;"+33 1 49 75 26 00";;;1412;"A�roport d'Orly$Zone de Fr�t - B�t 281$PARAY VIEILLE POSTE$94310 ORLY";"AEROPORT D ORLY$RUE DU FRET$CS 70386 PARAY VIEILLE POSTE$94396 ORLY AEROGARE CEDEX"
17254;"Section affaires immobili�res BIE GTA";"SAI BIE GTA";94;9244;"+33 1 49 75 26 35";"+33 149752635";;1413;"A�roport d'Orly$Zone de Fr�t - B�t 281$PARAY VIEILLE POSTE$94310 ORLY";"AEROPORT D ORLY$RUE DU FRET$CS 70386 PARAY VIEILLE POSTE$94396 ORLY AEROGARE CEDEX"
17255;"Section �quipement BIE GTA";"SE BIE GTA";94;9244;"+33 1 49 75 96 52";;;1414;"A�roport d'Orly$Zone de Fr�t - B�t 281$PARAY VIEILLE POSTE$94310 ORLY";"AEROPORT D ORLY$RUE DU FRET$CS 70386 PARAY VIEILLE POSTE$94396 ORLY AEROGARE CEDEX"
83903;"Bureau a�ronautique GTA";"BA GTA";75;0095;;;;1415;"50 Rue Henry Farman$75015 PARIS";"50 RUE HENRY FARMAN$75015 PARIS"
93653;"D�tachement CNIFAG";"DET CNIFAG";33;9056;;;;1416;"Base A�rienne 120$33260 LA TESTE DE BUCH";"BASE AERIENNE 120$BP 70413 LA TESTE DE BUCH$33164 LA TESTE CEDEX"
71280;"Bureau renseignement GTA";"BRENS GTA";75;9003;"+33 1 58 09 38 12";"+33 7 78 14 90 09";;1417;"50 Rue Henry Farman$75015 PARIS";"50 RUE HENRY FARMAN$75015 PARIS"
71281;"Cellule renseignement BRENS GTA";"CR BRENS GTA";75;9043;"+33 1 58 09 42 44";"+33 6 35 16 16 30";;1418;"50 Rue Henry Farman$75015 PARIS";"50 RUE HENRY FARMAN$75015 PARIS"
17230;"Centre renseignement op�rations BRENS GTA";"CRO BRENS GTA";75;069X;"+33 1 58 09 42 48";"+33 7 78 14 90 09";;1419;"50 Rue Henry Farman$75015 PARIS";"50 RUE HENRY FARMAN$75015 PARIS"
17231;"Bureau emploi s�ret� GTA";"BES GTA";75;0969;;;;1420;"50 Rue Henry Farman$75015 PARIS";"50 RUE HENRY FARMAN$75015 PARIS"
83905;"Centre national d'instruction GTA";"CNI GTA";75;096R;;;;1421;"50 Rue Henry Farman$75015 PARIS";"50 RUE HENRY FARMAN$75015 PARIS"
33354;"Section des syst�mes d'information et de communication GTA";"SSIC GTA";75;9076;"+33 1 58 09 41 33";;;1422;"50 Rue Henry Farman$75015 PARIS";"50 RUE HENRY FARMAN$75015 PARIS"
29895;"�tat-major de la gendarmerie des transports a�riens de r�serve";EMGTAR;75;R019;;;;1423;"50 Rue Henry Farman$75015 PARIS";"50 RUE HENRY FARMAN$75015 PARIS"
15855;"Section de recherches des transports a�riens de Paris-Charles-de-Gaulle";"SRTA PARIS-CHARLES-DE-GAULLE";95;075B;"+33 1 85 31 31 00";"+33 6 30 02 65 45";;1424;"B�timent Les portes de Roissy$73 Avenue Charles de Gaulle$95700 ROISSY EN FRANCE";"BATIMENT LES PORTES DE ROISSY$73 AVENUE CHARLES DE GAULLE$95700 ROISSY EN FRANCE"
58275;"Section commandement SRTA Paris-Charles-de-Gaulle";"SC SRTA PARIS-CHARLES-DE-GAULLE";95;085T;"+33 1 85 31 31 00";;;1425;"B�timent Les portes de Roissy$73 Avenue Charles de Gaulle$95700 ROISSY EN FRANCE";"BATIMENT LES PORTES DE ROISSY$73 AVENUE CHARLES DE GAULLE$95700 ROISSY EN FRANCE"
58277;"Division des investigations a�ronautiques SRTA Paris-Charles-de-Gaulle";"DIA SRTA PARIS-CHARLES-DE-GAULLE";95;027F;;;;1426;"B�timent Les portes de Roissy$73 Avenue Charles de Gaulle$95700 ROISSY EN FRANCE";"BATIMENT LES PORTES DE ROISSY$73 AVENUE CHARLES DE GAULLE$95700 ROISSY EN FRANCE"
58279;"Cellule identification criminelle et num�rique a�ronautique DIA SRTA Paris-Charles-de-Gaulle";"CICNA DIA SRTA PARIS-CHARLES-DE-GAULL";95;9047;"+33 185313100";;;1427;"B�timent Les portes de Roissy$73 Avenue Charles de Gaulle$95700 ROISSY EN FRANCE";"BATIMENT LES PORTES DE ROISSY$73 AVENUE CHARLES DE GAULLE$95700 ROISSY EN FRANCE"
58278;"Division contre la criminalit� organis�e SRTA Paris-Charles-de-Gaulle";"DCO SRTA PARIS-CHARLES-DE-GAULLE";95;027F;"+33 1 85 31 31 00";"+33 6 23 75 02 84";;1428;"B�timent Les portes de Roissy$73 Avenue Charles de Gaulle$95700 ROISSY EN FRANCE";"BATIMENT LES PORTES DE ROISSY$73 AVENUE CHARLES DE GAULLE$95700 ROISSY EN FRANCE"
80011;"Division des appuis sp�cialis�s SRTA Paris-Charles-de-Gaulle";"DAS SRTA PARIS-CHARLES-DE-GAULLE";95;027F;;;;1429;"B�timent Les portes de Roissy$73 Avenue Charles de Gaulle$95700 ROISSY EN FRANCE";"BATIMENT LES PORTES DE ROISSY$73 AVENUE CHARLES DE GAULLE$95700 ROISSY EN FRANCE"
58276;"Groupe d'appui et de renseignements SRTA Paris-Charles-de-Gaulle";"GAR DAS SRTA PARIS-CHARLES-DE-GAULLE";95;8041;;;;1430;"B�timent Les portes de Roissy$73 Avenue Charles de Gaulle$95700 ROISSY EN FRANCE";"BATIMENT LES PORTES DE ROISSY$73 AVENUE CHARLES DE GAULLE$95700 ROISSY EN FRANCE"
72535;"Groupe relations internationales DAS SRTA Paris-Charles-de-Gaulle";"GRI DAS SRTA PARIS-CHARLES-DE-GAULLE";95;9083;"+33 1 85 31 31 16";;;1431;"B�timent Les portes de Roissy$73 Avenue Charles de Gaulle$95700 ROISSY EN FRANCE";"BATIMENT LES PORTES DE ROISSY$73 AVENUE CHARLES DE GAULLE$95700 ROISSY EN FRANCE"
72534;"Groupe d'observation et de surveillance SRTA Paris-Charles-de-Gaulle";"GOS SRTA PARIS-CHARLES-DE-GAULLE";95;8045;;;;1432;"B�timent Les portes de Roissy$73 Avenue Charles de Gaulle$95700 ROISSY EN FRANCE";"BATIMENT LES PORTES DE ROISSY$73 AVENUE CHARLES DE GAULLE$95700 ROISSY EN FRANCE"
15856;"Groupement de gendarmerie des transports a�riens Nord";GGTAN;95;005B;"+33 1 48 62 38 59";;;1433;"A�roport Charles de Gaulle - BAT 7101$45 Route des Anniversaires$95700 ROISSY EN FRANCE";"AEROPORT CHARLES DE GAULLE$45 ROUTE DES ANNIVERSAIRES$CS 20108 ROISSY EN FRANCE$95711 ROISSY CHARLES DE GAULLE CEDEX 1"
